#
# Copyright (c) 2006 Vanderbilt University, ISIS
#
#file	weapon	shockwave_start	shockwave_end	muzzleblast_start	mic_shooter_dist(m)
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_022_s2_3.wav	m4	10092	10270	44514	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s1_0.wav	m4	9992	10160	37224	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s1_1.wav	m4	10212	10380	37440	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s1_2.wav	m4	9934	10100	37396	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s1_3.wav	m4	10078	10244	37410	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s2_0.wav	m4	9992	10160	46386	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s2_1.wav	m4	9730	9898	46370	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s2_2.wav	m4	9826	9998	46568	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_023_s2_3.wav	m4	10094	10264	46586	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s1_0.wav	m4	9654	9814	36666	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s1_1.wav	m4	9790	9950	36684	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s1_2.wav	m4	9710	9870	36494	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s1_3.wav	m4	9930	10092	36708	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s2_0.wav	m4	9992	10158	45920	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s2_1.wav	m4	9728	9894	45904	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s2_2.wav	m4	9822	9990	46100	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_024_s2_3.wav	m4	10090	10258	46118	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_025_s2_0.wav	m16	9992	10162	46476	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_025_s2_1.wav	m16	9724	9894	46454	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_025_s2_2.wav	m16	9812	9986	46650	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_025_s2_3.wav	m16	10086	10260	46674	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s1_0.wav	m16	7786	7952	35904	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s1_1.wav	m16	7502	7666	35850	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s1_2.wav	m16	7636	7802	35864	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s1_3.wav	m16	7572	7738	35684	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s2_0.wav	m16	9994	10162	48058	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s2_1.wav	m16	9718	9888	48040	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s2_2.wav	m16	9802	9976	48236	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_026_s2_3.wav	m16	10080	10254	48256	18.38173976
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_027_s1_0.wav	m16	9992	10152	36844	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_027_s1_1.wav	m16	10208	10366	37062	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_027_s1_2.wav	m16	9926	10082	37006	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_027_s1_3.wav	m16	10070	10228	37034	25.21241411
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s1_0.wav	m16	9992	10160	56800	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s1_1.wav	m16	10208	10376	57014	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s1_2.wav	m16	9926	10092	56972	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s1_3.wav	m16	10060	10228	56986	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s2_0.wav	m16	9256	9430	66040	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s2_1.wav	m16	9166	9336	65840	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s2_2.wav	m16	8894	9064	65844	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_028_s2_3.wav	m16	8984	9156	66026	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s1_0.wav	m16	9992	10164	57132	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s1_1.wav	m16	10210	10382	57348	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s1_2.wav	m16	9928	10098	57296	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s1_3.wav	m16	10058	10226	57308	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s2_0.wav	m16	9992	10162	66906	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s2_1.wav	m16	9724	9892	66892	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s2_2.wav	m16	9812	9984	67090	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_029_s2_3.wav	m16	10086	10258	67104	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s1_0.wav	m16	9990	10168	57496	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s1_1.wav	m16	10204	10384	57712	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s1_2.wav	m16	9924	10104	57674	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s1_3.wav	m16	10042	10228	57686	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s2_0.wav	m16	9988	10160	67310	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s2_1.wav	m16	9720	9890	67296	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s2_2.wav	m16	9808	9978	67494	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_030_s2_3.wav	m16	10082	10252	67508	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s1_0.wav	m4	9988	10162	55486	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s1_1.wav	m4	10206	10378	55706	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s1_2.wav	m4	9922	10092	55652	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s1_3.wav	m4	10052	10228	55668	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s2_0.wav	m4	9988	10164	65328	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s2_1.wav	m4	9720	9894	65316	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s2_2.wav	m4	9806	9982	65514	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_031_s2_3.wav	m4	10080	10256	65528	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s1_0.wav	m4	9988	10162	54288	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s1_1.wav	m4	10206	10380	54504	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s1_2.wav	m4	9924	10098	54460	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s1_3.wav	m4	10050	10226	54476	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s2_0.wav	m4	9986	10162	63752	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s2_1.wav	m4	9722	9896	63740	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s2_2.wav	m4	9814	9988	63940	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_032_s2_3.wav	m4	10086	10260	63952	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s1_0.wav	m4	9988	10162	55404	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s1_1.wav	m4	10208	10380	55618	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s1_2.wav	m4	9926	10098	55578	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s1_3.wav	m4	10058	10234	55590	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s2_0.wav	m4	9988	10160	64906	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s2_1.wav	m4	9720	9892	64892	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s2_2.wav	m4	9810	9982	65088	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_033_s2_3.wav	m4	10082	10256	65104	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s1_0.wav	ak47	9988	10200	49450	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s1_1.wav	ak47	10216	10428	49664	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s1_2.wav	ak47	9946	10156	49628	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s1_3.wav	ak47	10072	10284	49636	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s2_0.wav	ak47	9988	10200	57752	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s2_1.wav	ak47	9732	9948	57740	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s2_2.wav	ak47	9838	10052	57936	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_034_s2_3.wav	ak47	10096	10312	57950	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s1_0.wav	ak47	9992	10208	49788	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s1_1.wav	ak47	10218	10434	50002	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s1_2.wav	ak47	9944	10160	49962	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s1_3.wav	ak47	10074	10294	49972	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s2_0.wav	ak47	9990	10206	58168	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s2_1.wav	ak47	9734	9948	58148	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s2_2.wav	ak47	9834	10050	58346	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_035_s2_3.wav	ak47	10096	10312	58368	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s1_0.wav	ak47	9990	10200	49632	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s1_1.wav	ak47	10216	10426	49846	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s1_2.wav	ak47	9944	10152	49806	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s1_3.wav	ak47	10068	10280	49818	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s2_0.wav	ak47	9990	10202	58070	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s2_1.wav	ak47	9734	9946	58062	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s2_2.wav	ak47	9836	10050	58258	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_036_s2_3.wav	ak47	10098	10312	58270	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s1_0.wav	ak47	9990	10198	78706	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s1_1.wav	ak47	10218	10426	78918	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s1_2.wav	ak47	9946	10156	78884	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s1_3.wav	ak47	10076	10288	78906	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s2_0.wav	ak47	9990	10212	86952	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s2_1.wav	ak47	9732	9956	86940	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s2_2.wav	ak47	9836	10062	87140	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_037_s2_3.wav	ak47	10096	10322	87152	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s1_0.wav	ak47	9990	10196	79754	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s1_1.wav	ak47	10218	10424	79966	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s1_2.wav	ak47	9948	10154	79934	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s1_3.wav	ak47	10072	10280	79942	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s2_0.wav	ak47	9988	10202	88032	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s2_1.wav	ak47	9732	9948	88032	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s2_2.wav	ak47	9838	10052	88228	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_038_s2_3.wav	ak47	10096	10312	88232	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_039_s2_0.wav	ak47	9988	10212	87790	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_039_s2_1.wav	ak47	9738	9960	87780	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_039_s2_2.wav	ak47	9842	10064	87976	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_039_s2_3.wav	ak47	10104	10326	87986	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s1_0.wav	m4	7612	7782	84832	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s1_1.wav	m4	7754	7930	84806	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s1_2.wav	m4	7670	7840	84816	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s1_3.wav	m4	7892	8064	84624	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s2_0.wav	m4	9988	10164	97402	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s2_1.wav	m4	9722	9898	97392	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s2_2.wav	m4	9814	9990	97592	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_040_s2_3.wav	m4	10088	10264	97600	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s1_0.wav	m4	9988	10162	87566	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s1_1.wav	m4	10208	10384	87778	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s1_2.wav	m4	9928	10100	87742	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s1_3.wav	m4	10068	10244	87750	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s2_0.wav	m4	9986	10164	96972	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s2_1.wav	m4	9720	9896	96962	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s2_2.wav	m4	9812	9988	97158	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_041_s2_3.wav	m4	10084	10260	97170	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_042_s1_0.wav	m4	9990	10164	85300	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_042_s1_1.wav	m4	10212	10384	85514	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_042_s1_2.wav	m4	9932	10104	85476	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_042_s1_3.wav	m4	10064	10240	85490	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s1_0.wav	m4	9990	10162	85466	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s1_1.wav	m4	10212	10384	85674	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s1_2.wav	m4	9934	10106	85642	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s1_3.wav	m4	10060	10236	85652	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s2_0.wav	m4	9084	9262	95586	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s2_1.wav	m4	8988	9164	95388	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s2_2.wav	m4	8722	8900	95380	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_043_s2_3.wav	m4	8816	8994	95578	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_044_s1_0.wav	m16	9990	10164	86976	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_044_s1_1.wav	m16	10208	10384	87186	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_044_s1_2.wav	m16	9928	10102	87152	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_044_s1_3.wav	m16	10066	10244	87160	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s1_0.wav	m16	9988	10160	89842	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s1_1.wav	m16	10204	10376	90056	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s1_2.wav	m16	9924	10094	90018	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s1_3.wav	m16	10064	10240	90038	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s2_0.wav	m16	9988	10162	99470	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s2_1.wav	m16	9720	9894	99456	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s2_2.wav	m16	9808	9986	99654	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_045_s2_3.wav	m16	10082	10258	99666	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s1_0.wav	m16	10134	10306	88692	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s1_1.wav	m16	9856	10026	88660	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s1_2.wav	m16	9978	10150	88668	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s1_3.wav	m16	9916	10088	88482	61.74908739
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s2_0.wav	m16	9988	10162	98122	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s2_1.wav	m16	9722	9898	98112	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s2_2.wav	m16	9814	9990	98314	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_046_s2_3.wav	m16	10084	10260	98320	54.89531773
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s1_0.wav	m4	9988	10162	126716	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s1_1.wav	m4	10212	10388	126792	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s1_2.wav	m4	9936	10110	126884	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s1_3.wav	m4	10076	10252	126886	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s2_0.wav	m4	9988	10164	135474	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s2_1.wav	m4	9730	9906	135450	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s2_2.wav	m4	9828	10008	135652	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_047_s2_3.wav	m4	10094	10272	135648	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s1_0.wav	m4	9988	10162	128800	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s1_1.wav	m4	10212	10384	129008	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s1_2.wav	m4	9936	10108	128984	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s1_3.wav	m4	10062	10238	128984	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s2_0.wav	m4	9988	10160	137882	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s2_1.wav	m4	9726	9898	137890	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s2_2.wav	m4	9820	9994	138080	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_048_s2_3.wav	m4	10086	10260	138080	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s1_0.wav	m4	9990	10160	127722	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s1_1.wav	m4	10212	10382	127924	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s1_2.wav	m4	9938	10108	127906	84.6017685
